Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"de Basanta, D.W., Lado, C., Estrada-Torres, A., Stephenson, S.L.","6505928046;55880853400;6603551772;7101627591;","Description and life cycle of a new Didymium (Myxomycetes) from arid areas of Argentina and Chile",2009,"Mycologia","101","5",,"707","716",,32,"10.3852/08-227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349574608&doi=10.3852%2f08-227&partnerID=40&md5=244d87692580536e3679ce42c1ae0c05",Article,"Final","",Scopus,2-s2.0-70349574608
"Löwenberg-Neto, P., De Carvalho, C.J.B.","25229081600;7102099109;","Areas of endemism and spatial diversification of the muscidae (Insecta: Diptera) in the Andean and Neotropical regions",2009,"Journal of Biogeography","36","9",,"1750","1759",,31,"10.1111/j.1365-2699.2009.02112.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249184432&doi=10.1111%2fj.1365-2699.2009.02112.x&partnerID=40&md5=f804bef4d791874618e6907caa86ad5c",Article,"Final","",Scopus,2-s2.0-69249184432
"Thomas, E., Vandebroek, I., Van Damme, P., Goetghebeur, P., Douterlungne, D., Sanca, S., Arrazola, S.","23471373100;6507733866;7101714308;6602980048;26631820900;6505655827;7801622850;","The relation between accessibility, diversity and indigenous valuation of vegetation in the Bolivian Andes",2009,"Journal of Arid Environments","73","9",,"854","861",,44,"10.1016/j.jaridenv.2009.03.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349090923&doi=10.1016%2fj.jaridenv.2009.03.010&partnerID=40&md5=22b3c3e760bc896ad2e15f542fe717e8",Article,"Final","",Scopus,2-s2.0-67349090923
"Romanyuk, T.V.","6602962661;","The Late Cenozoic geodynamic evolution of the central segment of the Andean subduction zone",2009,"Geotectonics","43","4",,"305","323",,4,"10.1134/S0016852109040050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249203731&doi=10.1134%2fS0016852109040050&partnerID=40&md5=6bc770be8398ca14719c961d9a8c7d35",Article,"Final","",Scopus,2-s2.0-69249203731
"Loveless, J.P., Allmendinger, R.W., Pritchard, M.E., Garroway, J.L., González, G.","10040297800;7004350336;15623796000;34972970800;56013579600;","Surface cracks record long-term seismic segmentation of the Andean margin",2009,"Geology","37","1",,"23","26",,39,"10.1130/G25170A.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69649103653&doi=10.1130%2fG25170A.1&partnerID=40&md5=7a86bc2f97fb0cf9f1f7fe7b9a0e6690",Article,"Final","All Open Access, Green",Scopus,2-s2.0-69649103653
"Steffen, D., Schlunegger, F., Preusser, F.","26432331800;6603813465;6603082378;","Drainage basin response to climate change in the Pisco valley, Peru",2009,"Geology","37","6",,"491","494",,44,"10.1130/G25475A.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69649089776&doi=10.1130%2fG25475A.1&partnerID=40&md5=96ea5d05ede3f14462956f22032d910a",Article,"Final","",Scopus,2-s2.0-69649089776
"Costa, M.A., Matheson, C., Iachetta, L., Llagostera, A., Appenzeller, O.","55453277900;7003292392;34881585000;14043607100;7006367369;","Ancient Leishmaniasis in a highland desert of Northern Chile",2009,"PLoS ONE","4","9","e6983","","",,33,"10.1371/journal.pone.0006983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349173435&doi=10.1371%2fjournal.pone.0006983&partnerID=40&md5=2f2bb494872e689283e2d3855ce20b2a",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-70349173435
"Prezzi, C.B., Uba, C.E., Götze, H.-J.","6602831589;8928854600;55212517300;","Flexural isostasy in the Bolivian Andes: Chaco foreland basin development",2009,"Tectonophysics","474","3-4",,"526","543",,18,"10.1016/j.tecto.2009.04.037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69349102491&doi=10.1016%2fj.tecto.2009.04.037&partnerID=40&md5=acd9c99f1a868639e3e4b6ca307cb17e",Article,"Final","",Scopus,2-s2.0-69349102491
"Sturchio, N.C., Caffee, M., Beloso Jr., A.D., Heraty, L.J., Böhlke, J.K., Hatzinger, P.B., Jackson, W.A., Gu, B., Heikoop, J.M., Dale, M.","7004475068;7005913149;11640766100;57200159919;7004491698;6602124610;7401888610;7201864449;7003595429;57197083784;","Chlorine-36 as a tracer of perchlorate origin",2009,"Environmental Science and Technology","43","18",,"6934","6938",,49,"10.1021/es9012195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349161518&doi=10.1021%2fes9012195&partnerID=40&md5=1fb35411ef856c86496f2521c4e68218",Article,"Final","",Scopus,2-s2.0-70349161518
"Buatois, L.A., Mángano, M.G., Brussa, E.D., Benedetto, J.L., Pompei, J.F.","7004420376;7006059294;6603072001;7004534166;35174860400;","The changing face of the deep: Colonization of the Early Ordovician deep-sea floor, Puna, northwest Argentina",2009,"Palaeogeography, Palaeoclimatology, Palaeoecology","280","3-4",,"291","299",,42,"10.1016/j.palaeo.2009.06.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049104069&doi=10.1016%2fj.palaeo.2009.06.014&partnerID=40&md5=84e5d1d436014576f92f7175446d65c5",Article,"Final","",Scopus,2-s2.0-69049104069
"McKay, C.P., Molaro, J.L., Marinova, M.M.","7101952183;26538805000;7003343050;","High-frequency rock temperature data from hyper-arid desert environments in the Atacama and the Antarctic Dry Valleys and implications for rock weathering",2009,"Geomorphology","110","3-4",,"182","187",,49,"10.1016/j.geomorph.2009.04.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67651111855&doi=10.1016%2fj.geomorph.2009.04.005&partnerID=40&md5=f65bed86b3a8a2f653525feeac1cb7a9",Article,"Final","",Scopus,2-s2.0-67651111855
"Uba, C.E., Hasler, C.-A., Buatois, L.A., Schmitt, A.K., Plessen, B.","8928854600;13006232600;7004420376;35576256900;13004430600;","Isotopic, paleontologic, and ichnologic evidence for late Miocene pulses of marine incursions in the central Andes",2009,"Geology","37","9",,"827","830",,21,"10.1130/G30014A.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349140962&doi=10.1130%2fG30014A.1&partnerID=40&md5=6f955e608cc07bbcad46825d1a7d1d4c",Article,"Final","",Scopus,2-s2.0-70349140962
"Gänger, S.","35794381100;","Conquering the past: Post-war archaeology and nationalism in the borderlands of Chile and Peru, c. 1880-1920",2009,"Comparative Studies in Society and History","51","4",,"691","704",,6,"10.1017/S0010417509990107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949835069&doi=10.1017%2fS0010417509990107&partnerID=40&md5=cc15578f5a03193737b9d97d3594708a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-77949835069
"Peeters, Z., Quinn, R., Martins, Z., Sephton, M.A., Becker, L., Van Loosdrecht, M.C.M., Brucato, J., Grunthaner, F., Ehrenfreund, P.","12242149100;57203048062;57202980152;7003466835;7202306395;7004463801;6701612015;7003780380;7005276576;","Habitability on planetary surfaces: Interdisciplinary preparation phase for future Mars missions",2009,"International Journal of Astrobiology","8","4",,"301","315",,21,"10.1017/S1473550409990140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77149165754&doi=10.1017%2fS1473550409990140&partnerID=40&md5=4ccaee9a6575dc63f2c6711d179c7b38",Article,"Final","",Scopus,2-s2.0-77149165754
"Groleau, A.B.","35190259300;","Special finds: Locating animism in the archaeological record",2009,"Cambridge Archaeological Journal","19","3",,"398","406",,29,"10.1017/S0959774309000584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70849101957&doi=10.1017%2fS0959774309000584&partnerID=40&md5=85855bdbf8fa5323c8679e8ed7a3cfcf",Review,"Final","",Scopus,2-s2.0-70849101957
"Emshwiller, E., Theim, T., Grau, A., Nina, V., Terrazas, F.","6602655392;23096232600;7102330707;35213798500;35213877900;","Origins of domestication and polyploidy in oca (Oxalis tuberosa; Oxalidaceae). 3. AFLP data of oca and four wild, tuber-bearing taxa",2009,"American Journal of Botany","96","10",,"1839","1848",,18,"10.3732/ajb.0800359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349913965&doi=10.3732%2fajb.0800359&partnerID=40&md5=688887d27296483996e45cf6b9ca1679",Article,"Final","All Open Access, Green",Scopus,2-s2.0-70349913965
"Mora, F., Gleadow, R., Perret, S., Scapim, C.A.","35613775300;6602516723;23973474900;6602594193;","Genetic variation for early flowering, survival and growth in sugar gum (Eucalyptus cladocalyx F. Muell) in southern Atacama Desert",2009,"Euphytica","169","3",,"335","344",,31,"10.1007/s10681-009-9962-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349440795&doi=10.1007%2fs10681-009-9962-z&partnerID=40&md5=307f3c32b6ae5107b6d616e52bca8dde",Article,"Final","",Scopus,2-s2.0-70349440795
"Rodbell, D.T., Smith, J.A., Mark, B.G.","6603748044;10639153700;7005209721;","Glaciation in the Andes during the Lateglacial and Holocene",2009,"Quaternary Science Reviews","28","21-22",,"2165","2212",,82,"10.1016/j.quascirev.2009.03.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049109740&doi=10.1016%2fj.quascirev.2009.03.012&partnerID=40&md5=c898d9b37342d829fde8596dc8704249",Article,"Final","",Scopus,2-s2.0-69049109740
"Winkel, T., Lhomme, J.P., Laura, J.P.N., Alcón, C.M., del Castillo, C., Rocheteau, A.","36916561000;7005038079;26665506600;26665323600;14824723500;6602940176;","Assessing the protective effect of vertically heterogeneous canopies against radiative frost: The case of quinoa on the Andean Altiplano",2009,"Agricultural and Forest Meteorology","149","10",,"1759","1768",,16,"10.1016/j.agrformet.2009.06.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68049134510&doi=10.1016%2fj.agrformet.2009.06.005&partnerID=40&md5=8d022f76882470db07c02d828c20630a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-68049134510
"Anderssohn, J., Motagh, M., Walter, T.R., Rosenau, M., Kaufmann, H., Oncken, O.","23011312000;12806388600;7102715022;8420436600;55657538300;6701860770;","Surface deformation time series and source modeling for a volcanic complex system based on satellite wide swath and image mode interferometry: The Lazufre system, central Andes",2009,"Remote Sensing of Environment","113","10",,"2062","2075",,42,"10.1016/j.rse.2009.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67849101630&doi=10.1016%2fj.rse.2009.05.004&partnerID=40&md5=1f594c7ebbcb392dfc2515bbc76f81e7",Article,"Final","",Scopus,2-s2.0-67849101630
"Folguera, A., Naranjo, J.A., Orihashi, Y., Sumino, H., Nagao, K., Polanco, E., Ramos, V.A.","6602569951;7006975901;6602149789;7006580767;7202070350;8323627600;7006122908;","Retroarc volcanism in the northern San Rafael Block (34°-35°30′S), southern Central Andes: Occurrence, age, and tectonic setting",2009,"Journal of Volcanology and Geothermal Research","186","3-4",,"169","185",,76,"10.1016/j.jvolgeores.2009.06.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69749093902&doi=10.1016%2fj.jvolgeores.2009.06.012&partnerID=40&md5=973e09da4e1dbb85bc0861e8b85c14c4",Article,"Final","",Scopus,2-s2.0-69749093902
"Campos, V.L., Escalante, G., Yañez, J., Zaror, C.A., Mondaca, M.A.","8640189900;24504422100;10144457000;7004890330;6603754497;","Isolation of arsenite-oxidizing bacteria from a natural biofilm associated to volcanic rocks of Atacama Desert, Chile",2009,"Journal of Basic Microbiology","49","SUPPL. 1",,"S93","S97",,27,"10.1002/jobm.200900028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349676081&doi=10.1002%2fjobm.200900028&partnerID=40&md5=6000ab49e645a0f1d489e7a9cca20478",Article,"Final","",Scopus,2-s2.0-70349676081
"Solíz, C., Villalba, R., Argollo, J., Morales, M.S., Christie, D.A., Moya, J., Pacajes, J.","25227948300;7005257933;6603294364;8677051900;7102638371;15049847600;49261229900;","Spatio-temporal variations in Polylepis tarapacana radial growth across the Bolivian Altiplano during the 20th century",2009,"Palaeogeography, Palaeoclimatology, Palaeoecology","281","3-4",,"296","308",,38,"10.1016/j.palaeo.2008.07.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349143742&doi=10.1016%2fj.palaeo.2008.07.025&partnerID=40&md5=416ba755a25c5a8f1832f6290730f4bc",Article,"Final","",Scopus,2-s2.0-70349143742
"Christie, D.A., Lara, A., Barichivich, J., Villalba, R., Morales, M.S., Cuq, E.","7102638371;7006634082;15729555500;7005257933;8677051900;8592674400;","El Niño-Southern Oscillation signal in the world's highest-elevation tree-ring chronologies from the Altiplano, Central Andes",2009,"Palaeogeography, Palaeoclimatology, Palaeoecology","281","3-4",,"309","319",,43,"10.1016/j.palaeo.2007.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349134617&doi=10.1016%2fj.palaeo.2007.11.013&partnerID=40&md5=f0ebc8b060d7fcfbbaea2335a95a84ec",Article,"Final","",Scopus,2-s2.0-70349134617
"Morales, M., Barberena, R., Belardi, J.B., Borrero, L., Cortegoso, V., Durán, V., Guerci, A., Goñi, R., Gil, A., Neme, G., Yacobaccio, H., Zárate, M.","16638879300;57204228506;23994894600;6602364755;16635300200;36943157100;49261110200;35085973800;16636113600;16638690900;6508079685;7004237076;","Reviewing human-environment interactions in arid regions of southern South America during the past 3000 years",2009,"Palaeogeography, Palaeoclimatology, Palaeoecology","281","3-4",,"283","295",,57,"10.1016/j.palaeo.2008.09.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349110188&doi=10.1016%2fj.palaeo.2008.09.019&partnerID=40&md5=e4a7fa9a84bc3c35749d495492038748",Article,"Final","",Scopus,2-s2.0-70349110188
"Boninsegna, J.A., Argollo, J., Aravena, J.C., Barichivich, J., Christie, D., Ferrero, M.E., Lara, A., Le Quesne, C., Luckman, B.H., Masiokas, M., Morales, M., Oliveira, J.M., Roig, F., Srur, A., Villalba, R.","6602590363;6603294364;7005966842;15729555500;7102638371;28367623000;7006634082;15729329500;7004021966;8705999100;8677051900;24605808800;7004370283;24537838700;7005257933;","Dendroclimatological reconstructions in South America: A review",2009,"Palaeogeography, Palaeoclimatology, Palaeoecology","281","3-4",,"210","228",,103,"10.1016/j.palaeo.2009.07.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349099679&doi=10.1016%2fj.palaeo.2009.07.020&partnerID=40&md5=b276217dd320e604debde38907d07a3e",Article,"Final","",Scopus,2-s2.0-70349099679
"Espizua, L.E., Pitte, P.","6602649824;49261252100;","The Little Ice Age glacier advance in the Central Andes (35°S), Argentina",2009,"Palaeogeography, Palaeoclimatology, Palaeoecology","281","3-4",,"345","350",,38,"10.1016/j.palaeo.2008.10.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349098825&doi=10.1016%2fj.palaeo.2008.10.032&partnerID=40&md5=e7e9185dd9026002c7a5b565882e2a61",Article,"Final","",Scopus,2-s2.0-70349098825
"Barichivich, J., Sauchyn, D.J., Lara, A.","15729555500;6603885301;7006634082;","Climate signals in high elevation tree-rings from the semiarid Andes of north-central Chile: Responses to regional and large-scale variability",2009,"Palaeogeography, Palaeoclimatology, Palaeoecology","281","3-4",,"320","333",,27,"10.1016/j.palaeo.2007.10.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249245988&doi=10.1016%2fj.palaeo.2007.10.033&partnerID=40&md5=867c4230cfbf99c9a47583781fa840e3",Article,"Final","",Scopus,2-s2.0-69249245988
"Le Quesne, C., Acuña, C., Boninsegna, J.A., Rivera, A., Barichivich, J.","15729329500;9742630100;6602590363;7102211523;15729555500;","Long-term glacier variations in the Central Andes of Argentina and Chile, inferred from historical records and tree-ring reconstructed precipitation",2009,"Palaeogeography, Palaeoclimatology, Palaeoecology","281","3-4",,"334","344",,97,"10.1016/j.palaeo.2008.01.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68749097543&doi=10.1016%2fj.palaeo.2008.01.039&partnerID=40&md5=fee1e2f02f040ca3f8e9ca7954538c3d",Article,"Final","",Scopus,2-s2.0-68749097543
"Modak, B., Salina, M., Rodilla, J., Torres, R.","6603920450;35270228200;6602414675;7203008455;","Study of the chemical composition of the resinous exudate isolated from heliotropium sclerocarpum and evaluation of the antioxidant properties of the phenolic compounds and the resin",2009,"Molecules","14","11",,"4625","4633",,21,"10.3390/molecules14114625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73349120933&doi=10.3390%2fmolecules14114625&partnerID=40&md5=00f34a17e0f2e8fc9b4462dc82b4fdff",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-73349120933
"Mazzoli, S., Vitale, S., Delmonaco, G., Guerriero, V., Margottini, C., Spizzichino, D.","7004013996;56188245300;6508068532;54969560300;6507118987;27968067400;","'Diffuse faulting' in the Machu Picchu granitoid pluton, Eastern Cordillera, Peru",2009,"Journal of Structural Geology","31","11",,"1395","1408",,17,"10.1016/j.jsg.2009.08.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350728672&doi=10.1016%2fj.jsg.2009.08.010&partnerID=40&md5=dd6455789441afcade6664b218aa8c32",Article,"Final","",Scopus,2-s2.0-70350728672
"Sacek, V., Ussami, N.","16317079900;6603150572;","Reappraisal of the effective elastic thickness for the sub-Andes using 3-D finite element flexural modelling, gravity and geological constraints",2009,"Geophysical Journal International","179","2",,"778","786",,27,"10.1111/j.1365-246X.2009.04334.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350371142&doi=10.1111%2fj.1365-246X.2009.04334.x&partnerID=40&md5=0c1cbc2f791c565c8e5fee5e478d3d04",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-70350371142
"Escalante, G., Campos, V.L., Valenzuela, C., Yañez, J., Zaror, C., Mondaca, M.A.","24504422100;8640189900;25652498900;10144457000;7004890330;6603754497;","Arsenic resistant bacteria isolated from arsenic contaminated river in the Atacama Desert (Chile)",2009,"Bulletin of Environmental Contamination and Toxicology","83","5",,"657","661",,64,"10.1007/s00128-009-9868-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349961506&doi=10.1007%2fs00128-009-9868-4&partnerID=40&md5=0a39cd8b570f6a222c8a2c294872d4ba",Article,"Final","",Scopus,2-s2.0-70349961506
"Geerts, S., Raes, D., Garcia, M., Taboada, C., Miranda, R., Cusicanqui, J., Mhizha, T., Vacher, J.","12646725500;6701769937;55464718700;23098814400;57197545406;23097096400;26024256200;23098930200;","Modeling the potential for closing quinoa yield gaps under varying water availability in the Bolivian Altiplano",2009,"Agricultural Water Management","96","11",,"1652","1658",,39,"10.1016/j.agwat.2009.06.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68349107969&doi=10.1016%2fj.agwat.2009.06.020&partnerID=40&md5=b5dce2441394799babb2d9f4f6dbcf3a",Article,"Final","",Scopus,2-s2.0-68349107969
"Placzek, C., Quade, J., Betancourt, J.L., Patchett, P.J., Rech, J.A., Latorre, C., Matmon, A., Holmgren, C., English, N.B.","8540533700;16194835700;7005037015;7005582353;7003316537;7005764439;6602501003;7003562693;7004765768;","Climate in the dry central andes over geologic, millennial, and interannual timescales",2009,"Annals of the Missouri Botanical Garden","96","3",,"386","397",,86,"10.3417/2008019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350507479&doi=10.3417%2f2008019&partnerID=40&md5=b47e73c12de585b7cce9f53d6d7ab12b",Article,"Final","",Scopus,2-s2.0-70350507479
"Büttner, S.H.","8922666500;","The Ordovician Sierras Pampeanas-Puna basin connection: Basement thinning and basin formation in the Proto-Andean back-arc",2009,"Tectonophysics","477","3-4",,"278","291",,19,"10.1016/j.tecto.2009.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350176170&doi=10.1016%2fj.tecto.2009.02.003&partnerID=40&md5=6249c08b9986daee05b09cfe0d84b5bc",Article,"Final","",Scopus,2-s2.0-70350176170
"Mišković, A., Spikings, R.A., Chew, D.M., Košler, J., Ulianov, A., Schaltegger, U.","16316823600;6602790725;24486420300;6603888949;8395512800;57191826196;","Tectonomagmatic evolution of Western Amazonia: Geochemical characterization and zircon U-Pb geochronologic constraints from the Peruvian Eastern Cordilleran granitoids",2009,"Bulletin of the Geological Society of America","121","9-10",,"1298","1324",,97,"10.1130/B26488.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449364504&doi=10.1130%2fB26488.1&partnerID=40&md5=53d0e867272a17a61d25a8c7e070feb0",Article,"Final","",Scopus,2-s2.0-70449364504
"Torres-Rouff, C.","13204273900;","The bodily expression of ethnic identity: Head shaping in the Chilean Atacama",2009,"Bioarchaeology and Identity in the Americas",,,,"212","227",,20,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894739229&partnerID=40&md5=9bcc3ce80900eaee6b99270b92299808",Book Chapter,"Final","",Scopus,2-s2.0-84894739229
"Salomon, F., Peters, R.","7006539609;15521429200;","Governance and conservation of the rapaz khipu patrimony",2009,"Intangible Heritage Embodied",,,,"101","125",,4,"10.1007/978-1-4419-0072-2_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892289865&doi=10.1007%2f978-1-4419-0072-2_6&partnerID=40&md5=97692e87863571f551c2c342bf2fbe7f",Book Chapter,"Final","",Scopus,2-s2.0-84892289865
"Lenzano, M.G., Leiva, J.C., Lenzano, L.","55780800200;7004583184;6506155056;","Recent variation of the Las Vacas Glacier Mt. Aconcagua region, Central Andes, Argentina, based on ASTER stereoscopic images",2009,"Advances in Geosciences","22",,,"185","189",,1,"10.5194/adgeo-22-185-2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864773884&doi=10.5194%2fadgeo-22-185-2010&partnerID=40&md5=496e1befa2e4650b90d320290dce6fcb",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84864773884
"Gosling, W.D., Hanselman, J.A., Christopher, K., Valencia, B.G., Bush, M.B.","55881697700;10642255900;55274286200;25222135800;55951088700;","Long-term drivers of change in Polylepis woodland distribution in the central Andes",2009,"Journal of Vegetation Science","20","6",,"1041","1052",,60,"10.1111/j.1654-1103.2009.01102.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049484208&doi=10.1111%2fj.1654-1103.2009.01102.x&partnerID=40&md5=540142ba1f532771f72690998907e61e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-78049484208
"González, G., Cembrano, J., Aron, F., Veloso, E.E., Shyu, J.B.H.","56013579600;6602813874;37074057700;55901391600;36610893900;","Coeval compressional deformation and volcanism in the central Andes, case studies from northern Chile (23°S-24°S)",2009,"Tectonics","28","6","TC6003","","",,44,"10.1029/2009TC002538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956482531&doi=10.1029%2f2009TC002538&partnerID=40&md5=3d441618c4a0d04d1feb08db896bd619",Article,"Final","All Open Access, Green",Scopus,2-s2.0-77956482531
"Vinton, S.D., Perry, L., Reinhard, K.J., Santoro, C.M., Teixeira-Santos, I.","22942551400;12767044300;7006455158;7004920399;35849357600;","Impact of Empire Expansion on Household Diet: The Inka in Northern Chile's Atacama Desert",2009,"PLoS ONE","4","11","e0008069","","",,40,"10.1371/journal.pone.0008069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951241522&doi=10.1371%2fjournal.pone.0008069&partnerID=40&md5=65e5df5c01acee2c0ac3e24d8531087b",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-77951241522
"Herrera, V., de Gregori, I., Pinochet, H.","35790255500;56619909300;56540072700;","Assesment of trace elements and mobility of arsenic and manganese in lagoon sediments of the salars of Huasco and Coposa, Chilean Altiplano",2009,"Journal of the Chilean Chemical Society","54","3",,"282","288",,7,"10.4067/S0717-97072009000300017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950631520&doi=10.4067%2fS0717-97072009000300017&partnerID=40&md5=220369f487867b13c7ad11239abd8973",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-77950631520
"Steel, G., Zoomers, A.","35575229400;6506260242;","Social mobility in the Central Andes of Peru and Bolivia: Towards a more dynamic and multi-local vision of poverty alleviation",2009,"International Development Planning Review","31","4",,"377","396",,14,"10.3828/idpr.2009.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77249089836&doi=10.3828%2fidpr.2009.3&partnerID=40&md5=63462386042cf87977916d9e3ec45044",Article,"Final","",Scopus,2-s2.0-77249089836
"Cikutovic, M., Fuentes, N., Bustos-Obregón, E.","6507031364;36928554300;7006776978;","Effect of intermittent hypoxia on the reproduction of rats exposed to high altitude in the Chilean Altiplano",2009,"High Altitude Medicine and Biology","10","4",,"357","363",,34,"10.1089/ham.2009.1035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77049098873&doi=10.1089%2fham.2009.1035&partnerID=40&md5=d45aaee9f8b906d21abc37bac82a46ad",Article,"Final","",Scopus,2-s2.0-77049098873
"Gonzales, G.F., Gonzales, C., Gonzales-Castañeda, C.","7007038828;9040676500;23049777000;","Lepidium meyenii (Maca): A plant from the highlands of peru - From tradition to science",2009,"Forschende Komplementarmedizin","16","6",,"373","380",,55,"10.1159/000264618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76449100329&doi=10.1159%2f000264618&partnerID=40&md5=0014dd07f08ab011471f1c8a7f85ae7c",Review,"Final","",Scopus,2-s2.0-76449100329
"Flores, M.R., Ordoñez, O.F., Maldonado, M.J., Farías, M.E.","35169112400;23971164200;34067727700;35576859500;","Isolation of UV-B resistant bacteria from two high altitude Andean lakes (4,400 m) with saline and non saline conditions",2009,"Journal of General and Applied Microbiology","55","6",,"447","458",,46,"10.2323/jgam.55.447","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76149120110&doi=10.2323%2fjgam.55.447&partnerID=40&md5=87866192e67f95c9a5a5e3128c1ece11",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-76149120110
"Weller, A.-A.","7102909031;","Revision of the amethyst-throated sunangel (heliangelus amethysticollis): A new subspecies from southern peru",2009,"Ornitologia Neotropical","20","4",,"609","618",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76149083568&partnerID=40&md5=27efe6fdc6d033cf07f62025692dbf76",Article,"Final","",Scopus,2-s2.0-76149083568
"Ramos, V.A., Folguera, A.","7006122908;6602569951;","Andean flat-slab subduction through time",2009,"Geological Society Special Publication","327",,,"31","54",,286,"10.1144/SP327.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75249102797&doi=10.1144%2fSP327.3&partnerID=40&md5=2c7d60dec112d5db90a3c753985c2736",Article,"Final","",Scopus,2-s2.0-75249102797
"Kennan, L., Pindell, J.L.","6603081625;6603251516;","Dextral shear, terrane accretion and basin formation in the Northern Andes: Best explained by interaction with a Pacific-derived Caribbean plate?",2009,"Geological Society Special Publication","328",,,"487","531",,91,"10.1144/SP328.20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75249083916&doi=10.1144%2fSP328.20&partnerID=40&md5=07bea3732f27207ac61bfa79e1eea380",Article,"Final","All Open Access, Green",Scopus,2-s2.0-75249083916
"Benedetto, J.L., Vaccari, N.E., Waisfeld, B.G., Sánchez, T.M., Foglia, R.D.","7004534166;6701656131;6701583741;7007168199;35764395300;","Cambrian and Ordovician biogeography of the South American margin of Gondwana and accreted terranes",2009,"Geological Society Special Publication","325",,,"201","232",,45,"10.1144/SP325.11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74949142596&doi=10.1144%2fSP325.11&partnerID=40&md5=b10b27c8ef6cc37fb6bc1b59b482e3f2",Article,"Final","",Scopus,2-s2.0-74949142596
