Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Bardales-Valdivia, J.N., Bargues, M.D., Hoban-Vergara, C., Bardales-Bardales, C., Goicochea-Portal, C., Bazán-Zurita, H., Del Valle-Mendoza, J., Ortiz, P., Mas-Coma, S.","55903244800;7003325417;57223337150;57223861342;57223864137;57223868196;57216730344;7102416527;7003404234;","Spread of the fascioliasis endemic area assessed by seasonal follow-up of rDNA ITS-2 sequenced lymnaeid populations in Cajamarca, Peru",2021,"One Health","13",,"100265","","",,4,"10.1016/j.onehlt.2021.100265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106236370&doi=10.1016%2fj.onehlt.2021.100265&partnerID=40&md5=31b269a7cab14cc1fc8d38e4e4db1ef7",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85106236370
"Veneranda, M., Lopez-Reyes, G., Saiz, J., Manrique-Martinez, J.A., Sanz-Arranz, A., Medina, J., Moral, A., Seoane, L., Ibarmia, S., Rull, F.","56100528900;55671026500;57210210579;57194412795;36970734900;7402370526;24071262200;57195105663;36668647900;6701815078;","Author Correction: ExoFiT trial at the Atacama Desert (Chile): Raman detection of biomarkers by representative prototypes of the ExoMars/Raman Laser Spectrometer (Scientific Reports, (2021), 11, 1, (1461), 10.1038/s41598-021-81014-z)",2021,"Scientific Reports","11","1","9489","","",,,"10.1038/s41598-021-88997-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105086544&doi=10.1038%2fs41598-021-88997-9&partnerID=40&md5=9ba513794ea150806b79601989cfd304",Erratum,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85105086544
"Mas-Coma, S., Funatsu, I.R., Angles, R., Buchon, P., Mas-Bargues, C., Artigas, P., Valero, M.A., Bargues, M.D.","7003404234;10243256600;6701587700;21033563300;56387587400;6701780990;7102334544;7003325417;","Domestic pig prioritized in one health action against fascioliasis in human endemic areas: Experimental assessment of transmission capacity and epidemiological evaluation of reservoir role",2021,"One Health","13",,"100249","","",,4,"10.1016/j.onehlt.2021.100249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104685548&doi=10.1016%2fj.onehlt.2021.100249&partnerID=40&md5=5ea2ed66d6000c19c5198ead59256aa1",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85104685548
"Veneranda, M., Lopez-Reyes, G., Saiz, J., Manrique-Martinez, J.A., Sanz-Arranz, A., Medina, J., Moral, A., Seoane, L., Ibarmia, S., Rull, F.","56100528900;55671026500;57210210579;56454981100;36970734900;7402370526;24071262200;57195105663;36668647900;6701815078;","ExoFiT trial at the Atacama Desert (Chile): Raman detection of biomarkers by representative prototypes of the ExoMars/Raman Laser Spectrometer",2021,"Scientific Reports","11","1","1461","","",,6,"10.1038/s41598-021-81014-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099459090&doi=10.1038%2fs41598-021-81014-z&partnerID=40&md5=dff0549fe8d73c7abbdd5ac2e29a81cc",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85099459090
"Eshel, G., Araus, V., Undurraga, S., Soto, D.C., Moraga, C., Montecinos, A., Moyano, T., Maldonado, J., iaz, F.P., Varala, K., Nelson, C.W., Contreras-Lopez, O., Pal-Gabor, H., Kraiser, T., Carrasco-Puga, G., Nilo-Poyanco, R., Zegar, C.M., Orellana, A., Montecino, M., Maass, A., Allende, M.L., DeSalle, R., Stevenson, D.W., Gonzalez, M., Latorre, C., Coruzzi, G.M., Gutierrez, R.A.","56653787800;35730966800;9237898000;57201195097;55994133800;57219823841;55812730300;15124361900;57205852822;57558560300;37102433300;56003034700;26656146000;36940936900;57206787768;55834327800;8313214900;7003725355;7003573013;57188555915;35600532400;10240465000;7402384096;7404554511;7005764439;7102139927;7201937337;","Plant ecological genomics at the limits of life in the Atacama Desert",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","46","e2101177118","","",,4,"10.1073/pnas.2101177118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119416947&doi=10.1073%2fpnas.2101177118&partnerID=40&md5=74b76e1f34af9fb34ef8dc25f2f73a57",Article,"Final","",Scopus,2-s2.0-85119416947
"Gao, Y., Yuan, X., Heit, B., Tilmann, F., van Herwaarden, D.-P., Thrastarson, S., Fichtner, A., Schurr, B.","57193431184;55303904700;21734324900;6602987091;57201999114;57216581979;57203076348;6602198200;","Impact of the Juan Fernandez Ridge on the Pampean Flat Subduction Inferred From Full Waveform Inversion",2021,"Geophysical Research Letters","48","21","e2021GL095509","","",,,"10.1029/2021GL095509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118845444&doi=10.1029%2f2021GL095509&partnerID=40&md5=6099d0c5f40c95122ab6b02353aab475",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85118845444
"Williams, R.M.E., Irwin, R.P., Noe Dobrea, E.Z., Howard, A.D., Dietrich, W.E., Cawley, J.C.","7409605082;7201975649;8565356600;36506664600;7201810208;36843091400;","Inverted channel variations identified on a distal portion of a bajada in the central Atacama Desert, Chile",2021,"Geomorphology","393",,"107925","","",,,"10.1016/j.geomorph.2021.107925","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115936460&doi=10.1016%2fj.geomorph.2021.107925&partnerID=40&md5=8d0a8b54327039a102764055b9d92cc9",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85115936460
"Lehmann, B.","57197838059;","Formation of tin ore deposits: A reassessment",2021,"Lithos","402-403",,"105756","","",,29,"10.1016/j.lithos.2020.105756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091713337&doi=10.1016%2fj.lithos.2020.105756&partnerID=40&md5=8f4c0d402ba19c610a9915fa34dbd39a",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85091713337
"Calderón-Seguel, M., Prieto, M., Meseguer-Ruiz, O., Viñales, F., Hidalgo, P., Esper, E.","57353464800;56844665900;56119624300;57217530547;57353464900;57353465000;","Mining, urban growth, and agrarian changes in the atacama desert: The case of the Calama Oasis in northern Chile",2021,"Land","10","11","1262","","",,,"10.3390/land10111262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119925027&doi=10.3390%2fland10111262&partnerID=40&md5=fc028718aa33f6b082823b79af0c1848",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85119925027
"Maza, S.N., Collo, G., Morata, D., Cuña-Rodriguez, C., Taussi, M., Renzulli, A.","56104927800;13411594200;6701836809;57204364889;56104759700;7005454847;","The hydrothermal alteration of the cordón de inacaliri volcanic complex in the framework of the hidden geothermal systems within the pabelloncito graben (Northern Chile)",2021,"Minerals","11","11","1279","","",,1,"10.3390/min11111279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119881753&doi=10.3390%2fmin11111279&partnerID=40&md5=716f0ae90fe691c66eec4a61646a32a0",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85119881753
"Araya Vargas, J., Sanhueza, J., Yáñez, G.","57208126511;57216309748;55940412800;","The Role of Temperature in the Along-Margin Distribution of Volcanism and Seismicity in Subduction Zones: Insights From 3-D Thermomechanical Modeling of the Central Andean Margin",2021,"Tectonics","40","11","e2021TC006879","","",,1,"10.1029/2021TC006879","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119849701&doi=10.1029%2f2021TC006879&partnerID=40&md5=bf761a4d28229db9cbf68f292f44a01d",Article,"Final","",Scopus,2-s2.0-85119849701
"Vera, A., Pino-Vargas, E., Verma, M.P., Chucuya, S., Chávarri, E., Canales, M., Torres-Martínez, J.A., Mora, A., Mahlknecht, J.","57338961500;57197847703;57338918400;57338986100;49963084200;56688590800;57204824779;23668358800;57195502689;","Hydrodynamics, hydrochemistry, and stable isotope geochemistry to assess temporal behavior of seawater intrusion in the la yarada aquifer in the vicinity of atacama desert, tacna, peru",2021,"Water (Switzerland)","13","22","3161","","",,1,"10.3390/w13223161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119097682&doi=10.3390%2fw13223161&partnerID=40&md5=7e1dbf683a7b90156013b3352e4ccd3d",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85119097682
"Cárdenas-Castillo, J.E., Delatorre-Herrera, J., Bascuñán-Godoy, L., Rodriguez, J.P.","57337685000;7801472668;14919071900;57191836071;","Quinoa (Chenopodium quinoa wild.) seed yield and efficiency in soils deficient of nitrogen in the bolivian altiplano: An analytical review",2021,"Plants","10","11","2479","","",,,"10.3390/plants10112479","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119068259&doi=10.3390%2fplants10112479&partnerID=40&md5=fd6f36ab8e4fe5886dde43d6df8e43f9",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85119068259
"Echenique, E., Nielsen, A.E., Avila, F., Hayashida, F., Uribe, M., Gilstrap, W.","56718687700;36105516200;36161857200;25628042500;24069427900;51663433500;","Interregional interactions across the Southern Andes: Yavi-Chicha ceramic circulation in northern Chile during the Late pre-Hispanic periods",2021,"Archaeological and Anthropological Sciences","13","11","212","","",,1,"10.1007/s12520-021-01451-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118735260&doi=10.1007%2fs12520-021-01451-9&partnerID=40&md5=44b80d5bbe3f0e31fa20cf09f8f2a259",Article,"Final","",Scopus,2-s2.0-85118735260
"Sánchez-García, L., Carrizo, D., Lezcano, M.A., Moreno-Paz, M., Aeppli, C., García-Villadangos, M., Prieto-Ballesteros, O., Demergasso, C., Chong, G., Parro, V.","24476712900;12775412700;55889145900;7801549655;23388713700;23984700500;55901149000;35228899200;55340362300;6701611493;","Time-Integrative Multibiomarker Detection in Triassic-Jurassic Rocks from the Atacama Desert: Relevance to the Search for Basic Life beyond Earth",2021,"Astrobiology","21","11",,"1421","1437",,,"10.1089/ast.2020.2339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118716477&doi=10.1089%2fast.2020.2339&partnerID=40&md5=e296179eadfa4428c2baa6a96e482b56",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85118716477
"Correa-Puerta, J., Ferrada, P., Häberle, P., Díaz-Almeida, D., Sanz, A., Zubillaga, O., Marzo, A., Portillo, C., del Campo, V.","56433534000;36703939600;6602338067;57193264689;35305956800;24484288000;36704736200;56531674600;35304707500;","Comparing the effects of ultraviolet radiation on four different encapsulants for photovoltaic applications in the Atacama Desert",2021,"Solar Energy","228",,,"625","635",,,"10.1016/j.solener.2021.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116661606&doi=10.1016%2fj.solener.2021.10.003&partnerID=40&md5=d2e498a8acfd4ce896797c4f3305edd5",Article,"Final","",Scopus,2-s2.0-85116661606
"Tomassi, C.A., Vogler, R.E., Beltramino, A.A., Salas, L.B., Cuezzo, M.G.","57277201300;36987068500;55595664400;57277689700;6602404283;","A new species of Succinea (Gastropoda: Stylommatophora) from the Puna highlands of Argentina",2021,"Zoologischer Anzeiger","295",,,"55","66",,,"10.1016/j.jcz.2021.09.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115933375&doi=10.1016%2fj.jcz.2021.09.005&partnerID=40&md5=f4f5935121e02da8cc5bad11e87c7b45",Article,"Final","",Scopus,2-s2.0-85115933375
"Garcia-Cegarra, A.M., Toro, F., Gonzalez-Borasca, V.","54393044100;57202629140;57275469500;","Citizen science as a tool to assess cetacean diversity in the Atacama Desert coast",2021,"Ocean and Coastal Management","213",,"105858","","",,1,"10.1016/j.ocecoaman.2021.105858","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115892143&doi=10.1016%2fj.ocecoaman.2021.105858&partnerID=40&md5=a40d4ca7f4c4ec4c270f41d9b493ed98",Article,"Final","",Scopus,2-s2.0-85115892143
"Galli, C.I., Alonso, R.N., Amorós, E.B., Pingel, H., Eveling, E., Coira, B.L., Stockli, D.F., González, D.","7202495239;7201754112;49260976700;37085371000;57253951200;6602887976;6603484808;57253951300;","Plio-Pleistocene paleoenvironmental evolution of the intermontane Humahuaca Basin, southern Central Andes",2021,"Journal of South American Earth Sciences","111",,"103502","","",,1,"10.1016/j.jsames.2021.103502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114671590&doi=10.1016%2fj.jsames.2021.103502&partnerID=40&md5=1e4e40ad6968efd44efa93ed950be238",Article,"Final","",Scopus,2-s2.0-85114671590
"Campos, L., Berrios, F., Oses, R., González, J.E., Bonnail, E.","56701052700;57203193300;6506610202;42561146500;57039170400;","Unravelling Lessonia trabeculata management in coastal areas of the Atacama region of northern Chile through a DPSIR approach: Insights for sustainable plans",2021,"Marine Policy","133",,"104737","","",,3,"10.1016/j.marpol.2021.104737","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114157683&doi=10.1016%2fj.marpol.2021.104737&partnerID=40&md5=ab5661acd283517dc94747d79cb1cd2c",Article,"Final","",Scopus,2-s2.0-85114157683
"Zegers, G., Navarro-Valdivia, L., Lagos-Zuñiga, M., Navarrete-Calvo, A., Caraballo, M.A., Niño, Y., McPhee, J., Montserrat, S.","57218210862;57208545596;56380641300;57216902060;24075393200;7004450910;36897386600;26040903300;","An integrated modeling approach for mineral and metal transport in acidic rivers at high mountainous porphyry Cu systems",2021,"Journal of Hydrology","602",,"126718","","",,1,"10.1016/j.jhydrol.2021.126718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113239765&doi=10.1016%2fj.jhydrol.2021.126718&partnerID=40&md5=437efa49b469c4574da4511ec2a1603d",Article,"Final","",Scopus,2-s2.0-85113239765
"Jayat, J.P., Teta, P., Ojeda, A.A., Steppan, S.J., Osland, J.M., Ortiz, P.E., Novillo, A., Lanzone, C., Ojeda, R.A.","6505787782;23006733500;9843181600;6603878072;57226772685;7102415965;23103662000;18434770600;35610536800;","The Phyllotis xanthopygus complex (Rodentia, Cricetidae) in central Andes, systematics and description of a new species",2021,"Zoologica Scripta","50","6",,"689","706",,3,"10.1111/zsc.12510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112635784&doi=10.1111%2fzsc.12510&partnerID=40&md5=1044eccf9d219f9e3313f0600d5edc00",Article,"Final","",Scopus,2-s2.0-85112635784
"Fernicola, J.C., Zimicz, A.N., Chornogubsky, L., Cruz, L.E., Bond, M., Arnal, M., Cárdenas, M., Fernández, M.","6506716402;24780215300;24729404100;24168011400;7202608740;46061038500;57200389991;57192979247;","New assemblage of cingulates from the Quebrada de Los Colorados Formation (middle Eocene) at Los Cardones National Park (Salta Province, Argentina) and the Casamayoran SALMA problem at Northwestern Argentina",2021,"Journal of South American Earth Sciences","111",,"103476","","",,1,"10.1016/j.jsames.2021.103476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112384407&doi=10.1016%2fj.jsames.2021.103476&partnerID=40&md5=8c94dccb96519e863e45a2eea9e180bc",Article,"Final","",Scopus,2-s2.0-85112384407
"Harlaux, M., Kouzmanov, K., Gialli, S., Clark, A.H., Laurent, O., Corthay, G., Prado Flores, E., Dini, A., Chauvet, A., Ulianov, A., Chiaradia, M., Menzies, A., Villón Durand, G., Kalinaj, M., Fontboté, L.","56685691000;57203694750;57220543686;57226692705;36782436500;57226699697;57226694905;7004684424;57213790275;8395512800;7003564558;57213185998;57226691065;57220551031;34975082400;","The upper Oligocene San Rafael intrusive complex (Eastern Cordillera, southeast Peru), host of the largest-known high-grade tin deposit",2021,"Lithos","400-401",,"106409","","",,3,"10.1016/j.lithos.2021.106409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112383164&doi=10.1016%2fj.lithos.2021.106409&partnerID=40&md5=30457584da2a88ddced449870e37390f",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85112383164
"Rivas, C., Alcacer, J.M., Ortiz, G., Bilbao, I., Ammirati, J.-B., Podesta, M., Alvarado, P., Perucca, L.P., Pérez, I.","57208584491;57200012179;56823123300;56278588900;55782350700;57208577335;14321133500;6602607741;49161256500;","Crustal structure of the northern Andean Precordillera, Argentina, based on seismological and gravity data",2021,"Journal of South American Earth Sciences","111",,"103478","","",,,"10.1016/j.jsames.2021.103478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110340950&doi=10.1016%2fj.jsames.2021.103478&partnerID=40&md5=e2c014e93776ae0ead4832c42ffdc041",Article,"Final","",Scopus,2-s2.0-85110340950
"Jofré, C.B., Caffe, P.J., Trumbull, R.B., Maro, G., Schmitt, A.K., Sarchi, C., Flores, P.I., Peralta Arnold, Y.J., Franco, M.G., Lucassen, F.","57191427988;6506303993;7003605866;55442845100;57203221844;57210696728;24779335600;57193844718;57216753444;6701618043;","Petrogenesis of peraluminous magmas in the Central Andean backarc: the Huayra Huasi Volcanic Complex, NW Argentina",2021,"International Journal of Earth Sciences","110","8",,"2725","2754",,,"10.1007/s00531-021-02076-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109653458&doi=10.1007%2fs00531-021-02076-y&partnerID=40&md5=ddaa1a16c0c24a67386279bb6efcf653",Article,"Final","",Scopus,2-s2.0-85109653458
"Casquet, C., Ramacciotti, C., Larrovere, M.A., Verdecchia, S., Murra, J., Baldo, E.G., Pankhurst, R.J., Rapela, C.W.","6603870347;56856710200;25028132300;22235256700;15073850500;6701707082;7006009172;7004907009;","The Rinconada phase: A regional tectono-metamorphic event of Silurian age in the pre-Andean basement of Argentina",2021,"Journal of South American Earth Sciences","111",,"103432","","",,1,"10.1016/j.jsames.2021.103432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109353782&doi=10.1016%2fj.jsames.2021.103432&partnerID=40&md5=d9ad45581d8b7d979285ff02a4ea63a1",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85109353782
"Christiansen, R.O., Clavel, F., Gonzalez, M., García, H.P.A., Ortiz, D.A., Ariza, J.P., Martinez, M.P., Wohnlich, S.","57190178191;57218644995;56911151600;57188742882;57217021617;55894876500;57207837119;6602856809;","Low-enthalpy geothermal energy resources in the Central Andes of Argentina: A case study of the Pismanta system",2021,"Renewable Energy","177",,,"1234","1252",,1,"10.1016/j.renene.2021.06.065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109033199&doi=10.1016%2fj.renene.2021.06.065&partnerID=40&md5=27a5d6e339800b20ebfb8e977ea009da",Article,"Final","",Scopus,2-s2.0-85109033199
